

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2026-05-18T03:35:50PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
183|WISEA J125524.52+283416.7|193.85220 |  28.57126 |G|  7680| 0.025619 |SLS |18.2g|  0.000|18|0|56|13|6|8|0
184|SDSS J125524.52+265136.7|193.85224 |  26.85994 |G|  5919| 0.019745 |SLS |18.1g|  0.000|5|0|17|5|3|4|0
185|AGC 228097|193.85292 |  26.86278 |RadioS|  5926| 0.019767 |S1L |     |  0.000|6|0|2|3|3|0|0
186|CGCG 160-015|193.85442 |  27.79804 |G|  7366| 0.024570 |SLS |14.7g|  0.000|78|0|65|32|25|10|1
187|WISEA J125525.41+274429.8|193.85585 |  27.74150 |G|  6498| 0.021675 |SLS |20.01|  0.000|1|0|30|5|1|4|0
188|WISEA J125525.88+275604.8|193.85787 |  27.93468 |G|  8499| 0.028350 |SLS |20.16|  0.000|1|0|30|5|1|4|0
189|WISEA J125526.62+273614.3|193.86093 |  27.60399 |G|  6787| 0.022638 |SLS |18.06|  0.000|24|0|38|20|11|2|0
190|WISEA J125526.99+272025.8|193.86230 |  27.34047 |G|  7458| 0.024876 |SLS |19.89|  0.000|2|0|28|4|1|4|0
191|WISEA J125526.97+272520.7|193.86240 |  27.42242 |G|  7188| 0.023977 |SLS |18.1g|  0.000|25|0|40|17|11|4|0
192|WISEA J125527.03+273131.8|193.86288 |  27.52554 |G|  8007| 0.026710 |SLS |19.3g|  0.000|0|0|27|3|1|4|1
193|CGCG 1253.1+2756|193.86585 |  27.65613 |G|  7031| 0.023452 |SLS |14.8g|  0.000|73|0|61|31|23|8|0
194|WISEA J125528.17+275658.9|193.86740 |  27.94970 |G|  6233| 0.020790 |SLS |17.5g|  0.000|38|0|38|27|21|4|0
195|NGC 4807|193.87127 |  27.52145 |G|  6987| 0.023307 |SLS |14.1g|  0.000|140|2|67|30|27|9|0
196|WISEA J125529.63+274407.5|193.87338 |  27.73527 |G|  7179| 0.023945 |SLS |20.55|  0.000|1|0|27|4|1|4|0
197|NGC 4807A|193.87757 |  27.54426 |G|  7024| 0.023430 |SLS |16.1g|  0.000|41|1|43|22|18|6|0
198|WISEA J125531.01+274745.7|193.87923 |  27.79604 |G|  7465| 0.024901 |SLS |19.62|  0.000|1|0|32|5|1|4|0
199|WISEA J125531.27+271104.0|193.88020 |  27.18433 |G|  6949| 0.023181 |SLS |20.01|  0.000|2|0|28|4|1|4|0
200|WISEA J125532.57+273515.1|193.88575 |  27.58751 |G| 15634| 0.052150 |SLS |18.79|  0.000|4|0|24|6|1|0|0
201|2MASS J12553269+2654333|193.88621 |  26.90919 |G|  7827| 0.026109 |SLS |18.6g|  0.000|3|0|28|6|1|4|0
202|2MASS J12553406+2750299|193.89201 |  27.84167 |G|  6997| 0.023339 |SLS |16.3g|  0.000|33|0|16|22|18|0|0
203|WISEA J125534.91+272417.2|193.89559 |  27.40437 |G|  6718| 0.022410 |SLS |20.64|  0.000|2|0|29|4|1|4|0
204|2MASX J12553572+2746015|193.89879 |  27.76715 |G|  6700| 0.022350 |SLS |16.4g|  0.000|32|0|40|18|14|6|0
205|WISEA J125536.37+275554.1|193.90161 |  27.93175 |G|  6326| 0.021102 |SLS |19.88|  0.000|1|0|30|5|1|4|0
206|WISEA J125536.65+263351.7|193.90271 |  26.56437 |G|  6322| 0.021087 |SLS |18.3g|  0.000|19|0|33|10|7|4|0
207|WISEA J125536.94+265441.7|193.90392 |  26.91160 |G|  5930| 0.019780 |SLS |18.21|  0.000|29|0|39|21|14|4|0
208|WISEA J125537.42+263831.6|193.90593 |  26.64212 |G|  6540| 0.021815 |SLS |17.6g|  0.000|28|0|33|18|13|4|0
209|WISEA J125537.53+271455.9|193.90621 |  27.24894 |G|  6614| 0.022061 |SLS |19.54|  0.000|2|0|28|4|1|4|0
210|WISEA J125537.57+272029.0|193.90660 |  27.34141 |G|  7356| 0.024536 |SLS |19.66|  0.000|6|0|33|5|2|4|0
211|WISEA J125538.21+275028.9|193.90893 |  27.84135 |G|  6255| 0.020865 |SLS |20.71|  0.000|1|0|27|4|1|4|0
212|WISEA J125540.17+274901.4|193.91751 |  27.81715 |G|  6688| 0.022308 |SLS |18.6g|  0.000|2|0|33|6|1|4|0
213|WISEA J125540.22+280100.7|193.91753 |  28.01663 |G|  6891| 0.022987 |SLS |19.32|  0.000|1|0|16|4|1|0|0
214|WISEA J125540.37+275331.8|193.91814 |  27.89219 |G|  5979| 0.019943 |SLS |20.09|  0.000|2|0|27|5|2|4|0
215|WISEA J125541.02+282904.4|193.92095 |  28.48456 |G| 17893| 0.059685 |SLS |17.7g|  0.000|14|0|43|8|5|4|0
216|IC 3900|193.92209 |  27.25075 |G|  7094| 0.023664 |SLS |14.6g|  0.000|114|1|63|36|30|10|0
217|WISEA J125541.58+290459.5|193.92345 |  29.08330 |G| 13519| 0.045093 |SLS |20.22|  0.000|1|0|20|5|1|0|0
218|WISEA J125544.27+284517.4|193.93439 |  28.75487 |G|  8226| 0.027440 |SLS |17.3g|  0.000|19|0|44|16|9|4|0
219|WISEA J125544.27+274259.7|193.93449 |  27.71659 |G|  7159| 0.023880 |SLS |17.87|  0.000|31|0|48|20|13|6|0
220|WISEA J125544.81+272447.8|193.93678 |  27.41326 |G|  6473| 0.021593 |SLS |20.65|  0.000|2|0|28|4|1|4|0
221|WISEA J125545.32+284554.4|193.93879 |  28.76507 |G|  6741| 0.022487 |SLS |19.21|  0.000|2|0|33|6|1|4|0
222|WISEA J125545.39+274746.8|193.93916 |  27.79634 |G|  6875| 0.022931 |SLS |17.8g|  0.000|22|0|27|14|11|4|1
223|WISEA J125546.09+272149.7|193.94206 |  27.36382 |G| 12122| 0.040435 |SLS |18.72|  0.000|16|0|55|11|5|6|0
224|WISEA J125546.73+280838.3|193.94474 |  28.14398 |G|  6081| 0.020285 |SLS |17.9g|  0.000|9|0|44|10|7|6|0
225|2MASX J12554777+2815215|193.94906 |  28.25616 |G|  8115| 0.027070 |SLS |16.2g|  0.000|35|0|39|25|20|6|0
226|WISEA J125548.16+274426.2|193.95073 |  27.74110 |G|  5975| 0.019929 |SLS |20.49|  0.000|1|0|27|4|1|4|0
227|WISEA J125548.23+273041.4|193.95105 |  27.51106 |G|  7219| 0.024079 |SLS |20.33|  0.000|2|0|29|4|1|4|0
228|2MASX J12554898+2754205|193.95418 |  27.90585 |G|  6947| 0.023174 |SLS |15.9g|  0.000|43|0|41|24|20|6|0
229|WISEA J125549.27+274507.6|193.95532 |  27.75212 |G|  7255| 0.024200 |SLS |18.3g|  0.000|23|0|27|14|11|4|0
230|WISEA J125549.76+270519.5|193.95742 |  27.08884 |G|  6904| 0.023028 |SLS |18.1g|  0.000|21|0|37|14|9|4|0
231|SDSS J125552.29+273619.0|193.96789 |  27.60530 |G| 17289| 0.057670 |PUN |22.2g|  0.000|1|0|19|2|1|4|0
232|SDSS J125552.75+265858.4|193.96982 |  26.98291 |G|  8221| 0.027423 |SLS |18.9r|  0.000|1|0|1|2|1|0|0
233|WISEA J125553.01+273421.5|193.97084 |  27.57263 |G|  8356| 0.027872 |SLS |18.4g|  0.000|5|0|39|8|3|4|0
234|WISEA J125553.31+290357.1|193.97215 |  29.06588 |G|  9863| 0.032900 |SUN |17.9g|  0.000|5|0|37|6|1|4|0
235|SDSS J125553.45+270927.7|193.97280 |  27.15770 |G| 10080| 0.033624 |SLS |21.1g|  0.000|1|0|25|4|1|4|0
236|SDSS J125553.47+274152.6|193.97287 |  27.69795 |G|  6109| 0.020378 |SLS |19.7g|  0.000|0|0|15|2|1|4|0
237|WISEA J125553.55+270118.4|193.97332 |  27.02190 |G|  5957| 0.019869 |SLS |19.3g|  0.000|2|0|36|6|2|4|1
238|WISEA J125554.12+274629.6|193.97527 |  27.77485 |G|  6912| 0.023055 |SLS |20.98|  0.000|1|0|27|4|1|4|0
239|WISEA J125555.33+272735.1|193.98085 |  27.45996 |G|  7189| 0.023980 |SLS |     |  0.000|10|0|12|11|2|0|0
240|WISEA J125556.30+273635.3|193.98459 |  27.60982 |G|  6823| 0.022758 |SLS |17.2g|  0.000|30|0|31|21|15|4|0
241|WISEA J125556.32+271455.6|193.98465 |  27.24882 |G|  8794| 0.029335 |SLS |19.73|  0.000|3|0|32|6|2|4|0
242|SDSS J125556.63+273018.2|193.98605 |  27.50489 |G|  7051| 0.023520 |SLS |19.4g|  0.000|6|0|16|6|1|4|0
243|2MASX J12555742+2754175|193.98940 |  27.90492 |G|  6574| 0.021930 |SLS |16.7g|  0.000|37|0|37|18|16|6|0
244|SDSS J125557.70+270107.3|193.99045 |  27.01872 |G|  6731| 0.022452 |SUN |19.95|  0.000|6|0|16|6|1|4|0
245|WISEA J125558.16+274537.7|193.99236 |  27.76041 |G|  6740| 0.022482 |SLS |19.37|  0.000|2|0|33|6|1|4|0
246|WISEA J125558.38+282426.6|193.99327 |  28.40740 |G|  6004| 0.020027 |SLS |17.1g|  0.000|25|0|33|16|11|4|0
247|SDSS J125558.69+265329.9|193.99448 |  26.89152 |G|  7981| 0.026621 |SLS?|20.5g|  0.000|1|0|16|2|1|4|0
248|WISEA J125559.68+271018.2|193.99868 |  27.17171 |G|  5606| 0.018698 |SLS |20.15|  0.000|2|0|32|5|1|4|0
249|2MASX J12555969+2757185|193.99899 |  27.95507 |G|  8097| 0.027010 |SLS |16.6g|  0.000|42|0|40|25|21|6|0
250|WISEA J125559.94+281112.9|193.99977 |  28.18694 |G|  5595| 0.018664 |SLS |16.92|  0.000|31|0|51|27|19|6|0
251|WISEA J125559.99+290638.8|193.99998 |  29.11079 |G| 11004| 0.036705 |SLS |19.3g|  0.000|2|0|37|7|1|4|0
252|WISEA J125601.27+272623.9|194.00533 |  27.44000 |G|  7519| 0.025080 |SLS |19.94|  0.000|2|0|33|5|1|4|0
253|WISEA J125601.41+271723.5|194.00588 |  27.28988 |G|  7631| 0.025453 |SLS |19.28|  0.000|3|0|35|6|1|4|0
254|2MASX J12560151+2802175|194.00648 |  28.03836 |G|  5934| 0.019794 |SLS |16.6 |  0.000|31|0|35|19|14|6|0
255|WISEA J125601.75+264524.3|194.00730 |  26.75676 |G|  5770| 0.019247 |SLS |16.0g|  0.000|41|0|48|23|18|6|0
256|WISEA J125601.95+273953.2|194.00809 |  27.66462 |G|  6219| 0.020744 |SLS |18.72|  0.000|23|0|22|15|8|0|0
257|WISEA J125601.97+265514.8|194.00824 |  26.92082 |G|  5709| 0.019043 |SLS |17.9g|  0.000|23|0|35|13|8|4|0
258|WISEA J125602.73+280252.8|194.01139 |  28.04802 |G|  7399| 0.024680 |SLS |17.4g|  0.000|26|0|23|15|11|2|0
259|SDSS J125602.83+281100.2|194.01176 |  28.18339 |G|  5601| 0.018682 |SLS |20.08|  0.000|2|0|19|5|2|4|0
260|2MASX J12560357+2826049|194.01498 |  28.43477 |G|  6827| 0.022772 |SLS |16.5g|  0.000|33|0|36|22|18|6|0
261|WISEA J125603.96+270901.5|194.01652 |  27.15044 |G|  7345| 0.024500 |SLS |17.2g|  0.000|42|0|54|27|22|6|0
262|WISEA J125604.23+271707.8|194.01763 |  27.28552 |G|  6705| 0.022366 |SLS |18.54|  0.000|29|0|41|17|10|4|0
263|SDSS J125604.60+274242.4|194.01921 |  27.71169 |G| 10726| 0.035778 |SLS |20.83|  0.000|1|0|23|5|1|4|0
264|SDSS J125604.82+273444.2|194.02009 |  27.57900 |G|  9824| 0.032770 |SLS |20.6g|  0.000|1|0|17|2|1|4|0
265|GALEXMSC J125605.68+280108.6  |194.02350 |  28.01881 |G| 17258| 0.057568 |SLS |19.87|  0.000|1|0|4|3|1|0|0
266|MRK 0053|194.02492 |  27.67844 |G|  4927| 0.016434 |SLS |15.4g|  0.000|156|3|87|49|39|4|1
267|DESI J194.0253+27.6780|194.02538 |  27.67800 |G|  4930| 0.016445 |SLS |     |  0.000|2|0|0|3|3|0|0
268|WISEA J125606.41+281754.2|194.02673 |  28.29844 |G|  7262| 0.024225 |SLS |19.87|  0.000|1|0|31|5|1|4|0
269|SDSS J125606.43+274232.6|194.02675 |  27.70913 |G| 10734| 0.035804 |SLS |22.6g|  0.000|0|0|19|3|1|4|0
270|2MASX J12560642+2738530|194.02687 |  27.64802 |G|  7603| 0.025360 |SLS |16.63|  0.000|41|0|32|24|20|6|0
271|WISEA J125606.88+271957.2|194.02879 |  27.33254 |G|  8070| 0.026919 |SLS |18.32|  0.000|3|0|20|5|1|0|0
272|WISEA J125607.03+271426.2|194.02921 |  27.24057 |G|  8834| 0.029467 |SLS |19.95|  0.000|2|0|32|5|1|4|0
273|SDSS J125607.21+272756.7|194.03010 |  27.46576 |G| 12941| 0.043165 |SLS |19.5r|  0.000|1|0|10|4|1|0|0
274|SDSS J125608.41+274705.3|194.03513 |  27.78476 |G|  7505| 0.025033 |SLS |20.8g|  0.000|0|0|19|3|1|4|0
275|SDSS J125609.45+274806.5|194.03944 |  27.80184 |G|  7341| 0.024487 |SLS?|20.56|  0.000|1|0|19|4|1|4|0
276|2MASX J12560958+2818390|194.03976 |  28.31088 |G|  7912| 0.026390 |SLS |16.85|  0.000|29|0|40|18|13|6|0
277|WISEA J125609.86+275039.3|194.04109 |  27.84425 |G|  7571| 0.025254 |SLS |15.4g|  0.000|43|0|53|29|23|6|0
278|WISEA J125610.62+283550.0|194.04431 |  28.59714 |G|  6336| 0.021135 |SLS |19.51|  0.000|1|0|31|5|1|4|0
279|WISEA J125610.94+280947.1|194.04559 |  28.16309 |G|  8697| 0.029010 |SLS |16.76|  0.000|41|0|62|30|21|6|0
280|SDSS J125610.99+272216.9|194.04578 |  27.37139 |G|  7545| 0.025169 |SLS |20.6g|  0.000|1|0|20|3|1|4|0
281|WISEA J125611.22+281126.9|194.04668 |  28.19056 |G|  8614| 0.028733 |SLS |20.77|  0.000|1|0|31|5|1|4|0
282|WISEA J125611.58+273917.9|194.04825 |  27.65493 |G|  7403| 0.024695 |SLS |19.26|  0.000|2|0|33|6|1|4|0
283|SDSS J125611.57+292353.6|194.04825 |  29.39821 |G|  7220| 0.024082 |SLS |18.3g|  0.000|17|0|46|14|9|8|0
284|WISEA J125611.84+285501.2|194.04921 |  28.91679 |G|  7018| 0.023411 |SLS |19.39|  0.000|5|0|29|5|2|4|0
285|NGC 4816|194.05062 |  27.74550 |G|  6914| 0.023062 |SLS |13.7g|  0.000|160|3|84|38|28|11|0
286|WISEA J125612.29+284731.4|194.05120 |  28.79200 |G|  7100| 0.023683 |SLS |19.00|  0.000|2|0|18|5|1|0|0
287|SDSS J125612.91+270123.8|194.05374 |  27.02330 |G|  7402| 0.024690 |SLS |20.73|  0.000|2|0|19|4|1|4|0
288|SMDG J1256129+273250|194.05388 |  27.54741 |G|  6900| 0.023016 |SUN |     |  0.000|10|0|1|11|2|0|0
289|SDSS J125612.93+270354.9|194.05396 |  27.06522 |G| 14696| 0.049022 |SLS |25.0r|  0.000|1|0|2|2|1|0|0
290|GALEXASC J125613.64+274222.1  |194.05725 |  27.70586 |G|  8163| 0.027230 |SLS |19.47|  0.000|2|0|8|5|2|0|0
291|Subaru-UDG 776|194.05898 |  27.55546 |G|  8472| 0.028260 |SLS |     |  0.000|5|0|0|5|1|0|0
292|WISEA J125614.25+290351.4|194.05937 |  29.06422 |G|  7544| 0.025165 |SLS |19.49|  0.000|1|0|27|4|1|4|1
293|WISEA J125614.26+274856.2|194.05946 |  27.81564 |G|  6662| 0.022222 |SLS |18.81|  0.000|22|0|39|15|9|4|0
294|2MASX J12561464+2730230|194.06087 |  27.50633 |G|  7429| 0.024780 |SLS |16.8g|  0.000|49|0|34|27|25|6|0
295|WISEA J125614.87+274649.4|194.06210 |  27.78058 |G|  6775| 0.022598 |SLS |20.08|  0.000|1|0|27|4|1|4|0
296|WISEA J125615.30+271911.3|194.06372 |  27.31978 |G|  5454| 0.018193 |SLS |19.35|  0.000|2|0|32|5|1|4|0
297|WISEA J125616.20+275447.0|194.06711 |  27.91243 |G|  6848| 0.022843 |SLS |19.79|  0.000|1|0|31|5|1|4|0
298|WISEA J125616.61+270248.1|194.06932 |  27.04671 |G|  7357| 0.024541 |SLS |19.76|  0.000|3|0|32|6|2|4|0
299|WISEA J125616.69+272645.6|194.06957 |  27.44601 |G|  6403| 0.021358 |SLS |15.8g|  0.000|40|0|59|22|16|6|0
300|WISEA J125618.42+271548.0|194.07678 |  27.26336 |G|  5931| 0.019783 |SLS |19.91|  0.000|2|0|32|5|1|4|0
301|WISEA J125618.78+275202.7|194.07848 |  27.86736 |G|  7210| 0.024051 |SLS |19.0g|  0.000|2|0|27|5|2|4|0
302|WISEA J125619.13+273921.9|194.07961 |  27.65621 |G|  8301| 0.027690 |SLS |20.88|  0.000|1|0|35|6|1|4|0
303|WISEA J125619.43+290732.5|194.08112 |  29.12610 |G|  7469| 0.024913 |SLS?|20.07|  0.000|2|0|31|6|1|4|0
304|SDSS J125619.64+272654.1|194.08187 |  27.44840 |G|  7596| 0.025338 |SLS |20.2g|  0.000|1|0|16|2|1|4|1
305|CGCG 160-023|194.08249 |  27.75106 |G|  6887| 0.022973 |SLS |15.2g|  0.000|93|1|57|42|31|6|0
306|WISEA J125619.88+271258.0|194.08292 |  27.21617 |G| 11984| 0.039973 |SLS |20.0g|  0.000|4|0|40|5|2|4|0
307|WISEA J125620.26+291800.7|194.08442 |  29.30021 |G|  6635| 0.022132 |SLS |16.0g|  0.000|36|0|72|18|15|10|0
308|ABELL 1656:[EF2011] 3580|194.08461 |  27.94502 |G|  9381| 0.031290 |PUN |     |  0.000|1|0|0|1|1|0|0
309|WISEA J125620.36+280302.6|194.08485 |  28.05073 |G|  7605| 0.025368 |SLS |18.51|  0.000|23|0|37|17|10|4|0
310|WISEA J125620.40+274718.5|194.08488 |  27.78849 |G|  6741| 0.022485 |SLS |19.79|  0.000|1|0|27|4|1|4|0
311|WISEA J125620.48+264214.4|194.08537 |  26.70402 |G|  6586| 0.021968 |SLS |16.9g|  0.000|36|0|56|24|18|6|0
312|SDSS J125621.41+272709.8|194.08925 |  27.45270 |G|  5104| 0.017026 |SLS?|20.7g|  0.000|0|0|15|2|1|4|0
313|WISEA J125621.64+273844.9|194.09021 |  27.64583 |G|  6370| 0.021248 |SLS |19.39|  0.000|2|0|30|5|1|4|0
314|WISEA J125621.78+282913.0|194.09078 |  28.48695 |G|  6598| 0.022010 |SLS |16.5g|  0.000|27|0|70|21|14|10|0
315|WISEA J125622.04+280018.2|194.09172 |  28.00517 |G|  7172| 0.023924 |SLS |19.53|  0.000|2|0|27|4|1|4|0
316|SMDG J1256227+281955|194.09461 |  28.33168 |G|  6900| 0.023016 |SUN |     |  0.000|9|0|1|9|1|0|0
317|WISEA J125623.41+272551.1|194.09708 |  27.43092 |G|  7915| 0.026400 |SUN |20.1g|  0.000|5|0|30|5|3|4|0
318|WISEA J125623.36+273238.5|194.09735 |  27.54405 |G|  7333| 0.024461 |SLS |19.11|  0.000|23|0|45|18|9|4|0
319|GALEXMSC J125623.47+275223.6  |194.09760 |  27.87362 |G| 16522| 0.055110 |PUN |22.3g|  0.000|1|0|3|2|1|0|0
320|WISEA J125623.75+271401.9|194.09897 |  27.23387 |G|  6052| 0.020187 |SLS |17.3g|  0.000|40|0|32|25|19|4|0
321|SDSS J125624.28+273024.3|194.10115 |  27.50678 |G|  6377| 0.021270 |SLS |20.81|  0.000|2|0|16|3|1|4|0
322|WISEA J125624.46+273218.4|194.10190 |  27.53846 |G|  7620| 0.025416 |SLS |19.58|  0.000|6|0|14|5|2|0|0
323|WISEA J125624.55+274640.1|194.10229 |  27.77782 |G| 16378| 0.054630 |PUN |23.1g|  0.000|1|0|12|2|1|0|0
324|SDSS J125625.20+275617.5|194.10473 |  27.93834 |G|  5108| 0.017038 |SLS?|21.7g|  0.000|3|0|15|5|1|4|0
325|SDSS J125625.96+285910.0|194.10818 |  28.98612 |G|  9252| 0.030860 |SLS |20.7g|  0.000|0|0|15|2|1|4|0
326|WISEA J125626.15+274712.9|194.10900 |  27.78682 |G|  7176| 0.023936 |SLS |20.09|  0.000|1|0|31|5|1|4|0
327|WISEA J125626.29+274338.1|194.10958 |  27.72728 |G|  6824| 0.022762 |SLS |16.82|  0.000|47|0|52|33|23|6|0
328|SDSS J125626.56+285928.8|194.11071 |  28.99134 |G|  6900| 0.023016 |SUN |21.2g|  0.000|7|0|21|9|1|3|0
329|CGCG 160-027|194.11096 |  27.83064 |G|  6277| 0.020939 |SLS |15.1g|  0.000|88|0|53|31|23|8|0
330|WISEA J125627.00+274031.5|194.11228 |  27.67559 |G|  7241| 0.024154 |SLS |20.28|  0.000|2|0|27|4|1|4|0
331|NGC 4819|194.11604 |  26.98743 |G|  6440| 0.021480 |SLS |14.1 |  0.000|136|7|94|41|31|10|0
332|SDSS J125627.93+271029.9|194.11633 |  27.17500 |G|  8784| 0.029300 |SUN |19.91|  0.000|5|0|23|5|3|4|0
333|WISEA J125628.16+272859.2|194.11735 |  27.48309 |G|  8216| 0.027407 |SLS |20.04|  0.000|5|0|35|6|3|4|0
334|SMDG J1256284+273706|194.11836 |  27.61842 |G|  6900| 0.023016 |SUN |     |  0.000|10|0|1|10|1|0|0
335|WISEA J125628.45+280457.1|194.11858 |  28.08253 |G|  6975| 0.023266 |SLS |17.38|  0.000|35|0|48|24|16|6|0
336|IC 3913|194.11868 |  27.29227 |G|  7516| 0.025071 |SLS |15.3g|  0.000|135|1|99|41|35|9|0
337|WISEA J125628.49+274400.2|194.11888 |  27.73356 |G|  6998| 0.023344 |SLS |20.01|  0.000|2|0|31|5|1|4|0
338|DESI J194.1190+27.2913|194.11909 |  27.29130 |G|  7520| 0.025084 |SLS |     |  0.000|2|0|0|3|3|0|0
339|WISEA J125628.72+290813.5|194.11967 |  29.13709 |G|  9499| 0.031684 |SLS |17.1g|  0.000|25|0|62|16|10|6|0
340|WISEA J125628.90+263236.4|194.12044 |  26.54346 |G|  7727| 0.025774 |SLS |17.1g|  0.000|24|0|52|19|12|6|0
341|NGC 4821|194.12137 |  26.95699 |G|  7050| 0.023517 |SLS |14.7g|  0.000|84|2|75|35|26|9|0
342|NGC 4817|194.12421 |  27.94002 |G|  6651| 0.022185 |SLS |15.3g|  0.000|69|1|64|35|27|6|0
343|WISEA J125631.43+283426.5|194.13115 |  28.57409 |G|  7428| 0.024776 |SLS |20.58|  0.000|1|0|31|5|1|4|0
344|WISEA J125631.88+275117.1|194.13284 |  27.85484 |G|  6676| 0.022269 |SLS |19.99|  0.000|2|0|31|5|1|4|0
345|WISEA J125632.06+270319.6|194.13361 |  27.05545 |G|  6130| 0.020449 |SLS |15.5g|  0.000|49|0|54|27|23|6|0
346|WISEA J125633.88+285510.8|194.14114 |  28.91987 |G|  6926| 0.023101 |SLS |20.13|  0.000|1|0|35|6|1|4|0
347|WISEA J125634.17+274114.3|194.14239 |  27.68732 |G|  6880| 0.022950 |SLS |17.1g|  0.000|44|0|52|26|19|6|0
348|WISEA J125634.19+273220.2|194.14246 |  27.53896 |G|  7114| 0.023730 |SLS |15.4g|  0.000|82|0|66|35|28|6|0
349|KUG 1254+274|194.14434 |  27.22761 |G|  7189| 0.023980 |SLS |14.87|  0.000|51|1|55|30|20|6|0
350|DESI J194.1443+27.2275|194.14435 |  27.22756 |G|  7209| 0.024047 |SLS |     |  0.000|3|0|0|2|1|0|0
351|2MASX J12563467+2627190|194.14440 |  26.45523 |G| 13581| 0.045301 |SLS |16.8g|  0.000|27|0|42|20|15|6|0
352|WISEA J125634.81+273739.7|194.14527 |  27.62736 |G|  8207| 0.027374 |SLS |19.92|  0.000|4|0|28|5|1|4|0
353|WISEA J125635.19+281631.6|194.14663 |  28.27546 |G|  7295| 0.024334 |SLS |15.6g|  0.000|50|0|53|31|22|6|0
354|SDSS J125635.21+273506.4|194.14667 |  27.58527 |G|  7810| 0.026050 |SLS |20.7g|  0.000|6|0|16|6|1|4|0
355|WISEA J125635.30+272338.1|194.14733 |  27.39394 |G|  5460| 0.018213 |SLS |18.7r|  0.000|1|0|13|3|1|0|0
356|WISEA J125635.49+271430.2|194.14788 |  27.24176 |G|  5922| 0.019754 |SLS |19.50|  0.000|10|0|31|7|4|4|0
357|WISEA J125635.92+274307.8|194.14970 |  27.71884 |G|  6722| 0.022422 |SLS |17.2g|  0.000|33|0|49|26|18|6|0
358|WISEA J125636.01+265416.9|194.15007 |  26.90472 |G|  7894| 0.026332 |SLS |17.91|  0.000|37|0|59|36|24|6|0
359|WISEA J125636.26+273439.9|194.15109 |  27.57772 |G|  7062| 0.023556 |SLS |19.63|  0.000|3|0|36|6|1|4|0
360|WISEA J125636.66+274846.5|194.15285 |  27.81307 |G|  7504| 0.025030 |SLS |19.81|  0.000|1|0|31|5|1|4|0
361|WISEA J125636.76+271248.3|194.15326 |  27.21332 |G|  7584| 0.025297 |SLS |18.6g|  0.000|8|0|28|6|1|4|0
362|WISEA J125636.90+275305.5|194.15375 |  27.88487 |G|  6315| 0.021065 |SLS |18.0g|  0.000|30|0|33|22|16|4|0
363|SDSS J125636.96+264432.4|194.15401 |  26.74229 |G|  6086| 0.020300 |SUN |19.5g|  0.000|4|0|21|4|2|4|0
364|SDSS J125637.45+282213.5|194.15604 |  28.37043 |G|  7022| 0.023422 |SLS |18.5g|  0.000|2|0|17|4|1|4|0
365|WISEA J125637.45+270414.0|194.15609 |  27.07060 |G|  9098| 0.030349 |SLS |18.75|  0.000|4|0|39|8|2|4|0
366|WISEA J125637.79+284211.9|194.15747 |  28.70331 |G| 10385| 0.034641 |SLS |18.1g|  0.000|13|0|63|11|5|8|0
367|WISEA J125637.86+271955.2|194.15789 |  27.33201 |G|  4984| 0.016625 |SLS |19.55|  0.000|2|0|22|5|1|0|0
368|SDSS J125637.93+272829.4|194.15806 |  27.47486 |G|  6960| 0.023217 |SLS |18.7g|  0.000|1|0|16|2|1|4|1
369|WISEA J125638.05+284112.7|194.15854 |  28.68687 |G| 17845| 0.059523 |SLS |19.70|  0.000|1|0|31|5|1|4|0
370|WISEA J125638.13+271303.9|194.15881 |  27.21779 |G|  9065| 0.030236 |SLS |18.8g|  0.000|11|0|20|8|2|0|0
371|WISEA J125638.39+280622.4|194.15998 |  28.10624 |G|  6476| 0.021600 |SLS |17.4g|  0.000|36|0|29|23|20|4|0
372|WISEA J125638.46+273415.3|194.16026 |  27.57092 |G|  7597| 0.025340 |SLS |18.1g|  0.000|29|0|37|16|8|4|0
373|WISEA J125638.48+272739.8|194.16043 |  27.46097 |G|  7307| 0.024372 |SLS |20.10|  0.000|2|0|32|5|1|4|0
374|SDSS J125638.63+265233.9|194.16094 |  26.87608 |G|  6982| 0.023288 |SLS |20.16|  0.000|2|0|20|4|1|4|0
375|WISEA J125638.86+280452.2|194.16192 |  28.08118 |G|  8108| 0.027045 |SLS |16.4g|  0.000|33|1|53|19|12|6|0
376|WISEA J125639.16+274405.8|194.16297 |  27.73495 |G|  6661| 0.022219 |SLS |19.33|  0.000|2|0|27|4|1|4|0
377|WISEA J125639.39+274824.8|194.16418 |  27.80687 |G|  6222| 0.020753 |SLS |19.97|  0.000|1|0|27|4|1|4|0
378|SDSS J125639.68+265021.9|194.16537 |  26.83940 |G|  5915| 0.019730 |SLS |20.65|  0.000|2|0|16|3|1|4|0
379|WISEA J125640.36+281303.4|194.16817 |  28.21762 |G|  8313| 0.027729 |SLS |17.5g|  0.000|22|0|30|16|9|0|1
